Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:e01b:6419:fa5d:8f33,Espírito Santo,2023-01-07T21:28:30.579Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:3dc2:bb1b:5b6:a509,Espírito Santo,2023-01-07T14:42:29.718Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:5c85:357d:1565:a541,Espírito Santo,2023-01-07T05:24:16.722Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:d2c2:4eff:fec9:162e,Espírito Santo,2023-01-05T21:56:14.013Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:5584:da40:9141:26c4,Espírito Santo,2023-01-02T21:03:56.941Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:916f:fa3:b96f:a18f,Espírito Santo,2023-01-02T06:34:30.514Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:d2c2:4eff:fec9:162e,Espírito Santo,2023-01-02T02:47:10.303Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:74da:f664:71e9:6a70,Espírito Santo,2023-01-02T01:34:48.856Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:807a:aeeb:9f6e:f420,Espírito Santo,2022-12-31T16:41:41.892Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:807a:aeeb:9f6e:f420,Espírito Santo,2022-12-31T03:44:18.596Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:d953:5a2d:38a4:7331,Espírito Santo,2022-12-30T21:05:50.201Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,187.36.175.169,Espírito Santo,2022-12-30T21:03:11.082Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:4958:43f8:60cf:d7d1,Espírito Santo,2022-12-30T20:58:49.696Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:4958:43f8:60cf:d7d1,Espírito Santo,2022-12-30T14:51:53.547Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:d2c2:4eff:fec9:162e,Espírito Santo,2022-12-30T02:58:14.284Z
SSTV-NVT5-0000000000000030699230,BR,Samsung 2015 NT14M DTV Smart TV,Samsung 2015 NT14M DTV Smart TV,177.91.217.132,Espírito Santo,2022-12-29T03:22:06.785Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.215.84,Espírito Santo,2022-12-29T03:18:56.978Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:4c34:3ec4:31bd:f653,Espírito Santo,2022-12-29T01:53:34.037Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.215.84,Espírito Santo,2022-12-28T15:27:04.786Z
SSTV-NVT5-0000000000000030699230,BR,Samsung 2015 NT14M DTV Smart TV,Samsung 2015 NT14M DTV Smart TV,177.91.221.71,Espírito Santo,2022-12-28T02:45:49.716Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.213.79,Espírito Santo,2022-12-27T21:03:45.012Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.213.79,Espírito Santo,2022-12-27T09:10:17.781Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,187.36.175.169,Espírito Santo,2022-12-17T22:13:55.302Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.213.79,Espírito Santo,2022-12-15T23:46:37.042Z
NFCDCH-LX-JN0V2A7FYGPRLXD85EJ5JN8P2Y45FL,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2804:11e4:483:af00:5f01:38bc:22ae:4770,Espírito Santo,2022-12-15T06:32:21.112Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:483:af00:cd6b:7a90:effa:7634,Espírito Santo,2022-12-14T10:40:23.243Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:483:af00:cd6b:7a90:effa:7634,Espírito Santo,2022-12-14T04:00:53.952Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:483:af00:15e6:400b:3dda:41ae,Espírito Santo,2022-12-09T02:14:32.334Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:483:af00:7018:42ed:ea27:a51f,Espírito Santo,2022-12-09T01:47:23.158Z
NFCDCH-02-JC74V7KE142TR882ECA83VAC24KFLD,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.213.79,Espírito Santo,2022-12-08T02:43:20.359Z
NFCDCH-LX-JN0V2A7FYGPRLXD85EJ5JN8P2Y45FL,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,177.91.213.79,Espírito Santo,2022-12-07T23:54:06.192Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.213.79,Espírito Santo,2022-12-07T00:04:09.013Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:483:af00:1d93:c817:d74e:fa83,Espírito Santo,2022-12-05T05:42:33.709Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.213.79,Espírito Santo,2022-12-04T19:20:13.180Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.213.79,Espírito Santo,2022-12-04T15:49:23.610Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.211.221,Espírito Santo,2022-12-04T00:03:12.859Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.221.137,Espírito Santo,2022-12-03T18:45:53.879Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.221.137,Espírito Santo,2022-12-03T17:46:12.002Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.221.137,Espírito Santo,2022-12-03T01:48:50.306Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.221.137,Espírito Santo,2022-12-02T15:29:30.442Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,2804:18:5818:4645:b4f8:d70d:f6b2:3d91,Rio de Janeiro,2022-12-01T15:18:15.773Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.217.167,Espírito Santo,2022-12-01T02:55:19.281Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.217.167,Espírito Santo,2022-11-30T22:25:45.471Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.217.167,Espírito Santo,2022-11-28T22:46:20.667Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:44e:a800:1485:105e:ad73:7d53,Espírito Santo,2022-11-27T22:43:36.511Z
NFCDCH-LX-JN0V2A7FYGPRLXD85EJ5JN8P2Y45FL,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2804:11e4:44e:a800:c831:842b:8283:4149,Espírito Santo,2022-11-26T01:08:59.934Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:44e:a800:f4db:5a0c:f3e1:e134,Espírito Santo,2022-11-25T09:24:22.246Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:44e:a800:f4db:5a0c:f3e1:e134,Espírito Santo,2022-11-25T01:06:05.385Z
NFCDCH-LX-JN0V2A7FYGPRLXD85EJ5JN8P2Y45FL,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2804:11e4:44e:a800:2c27:a903:1f4c:800f,Espírito Santo,2022-11-24T01:34:35.603Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:44e:a800:b928:aed6:7cb8:c6c3,Espírito Santo,2022-11-24T00:57:13.962Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:44e:a800:1941:d4d9:dcab:4683,Espírito Santo,2022-11-23T01:46:16.518Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.217.167,Espírito Santo,2022-11-23T00:01:09.513Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:44e:a800:f9e4:fa8f:8143:3fe1,Espírito Santo,2022-11-22T23:08:56.701Z
NFCDCH-LX-JN0V2A7FYGPRLXD85EJ5JN8P2Y45FL,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2804:11e4:44e:a800:3edf:6f29:c16d:3777,Espírito Santo,2022-11-22T03:09:04.192Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:44e:a800:c1b2:40ac:983d:bfad,Espírito Santo,2022-11-20T23:42:45.572Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:44e:a800:f182:ef43:ce10:263a,Espírito Santo,2022-11-20T22:52:39.109Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:44e:a800:794a:f797:8ff:e70c,Espírito Santo,2022-11-19T13:33:04.860Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:44e:a800:794a:f797:8ff:e70c,Espírito Santo,2022-11-19T04:47:44.709Z
NFCDCH-LX-JN0V2A7FYGPRLXD85EJ5JN8P2Y45FL,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2804:11e4:44e:a800:ed36:e410:cb53:336f,Espírito Santo,2022-11-18T04:29:07.535Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:44e:a800:98f7:acc1:6440:428,Espírito Santo,2022-11-17T01:45:23.042Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.217.167,Espírito Santo,2022-11-16T22:00:38.252Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:44e:a800:e813:3363:9fe4:d0ec,Espírito Santo,2022-11-16T11:04:17.947Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:44e:a800:e813:3363:9fe4:d0ec,Espírito Santo,2022-11-16T04:00:55.069Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:44e:a800:149d:fbf5:82f2:e87,Espírito Santo,2022-11-15T04:40:15.210Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:44e:a800:1d8b:bf9:af41:2d71,Espírito Santo,2022-11-14T23:04:48.179Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:44e:a800:c0e5:8660:7f6a:724a,Espírito Santo,2022-11-14T05:13:56.405Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:44e:a800:1cf8:e716:1467:e722,Espírito Santo,2022-11-12T15:02:33.406Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:44e:a800:6015:1de:a514:ca85,Espírito Santo,2022-11-12T14:10:03.356Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.217.167,Espírito Santo,2022-11-12T13:48:52.075Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:44e:a800:cc1b:2:c699:d893,Espírito Santo,2022-11-12T03:46:05.512Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:1903:9947:9ab7:9629,Espírito Santo,2022-11-11T21:17:52.244Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:d2c2:4eff:fec9:162e,Espírito Santo,2022-11-11T21:15:03.373Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:dc75:b0a1:c9dc:4350,Espírito Santo,2022-11-11T14:56:09.047Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:44e:a800:618e:37d5:3dff:2590,Espírito Santo,2022-11-09T02:09:45.701Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.217.167,Espírito Santo,2022-11-07T14:18:43.686Z
SSTV-NVT5-0000000000000030699230,BR,Samsung 2015 NT14M DTV Smart TV,Samsung 2015 NT14M DTV Smart TV,177.91.221.71,Espírito Santo,2022-11-06T23:16:33.848Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:44e:a800:746e:d1ad:75a7:82bf,Espírito Santo,2022-11-06T22:39:07.585Z
SSTV-NVT5-0000000000000030699230,BR,Samsung 2015 NT14M DTV Smart TV,Samsung 2015 NT14M DTV Smart TV,177.91.214.209,Espírito Santo,2022-11-05T03:31:25.305Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:3ddd:4813:41c:85ae,Espírito Santo,2022-11-05T01:38:20.917Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:d2c2:4eff:fec9:162e,Espírito Santo,2022-11-05T01:38:16.714Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:3ddd:4813:41c:85ae,Espírito Santo,2022-11-05T01:38:06.209Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:d2c2:4eff:fec9:162e,Espírito Santo,2022-11-04T15:12:02.147Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:429:9800:b955:ab92:51fc:a135,Espírito Santo,2022-11-02T22:33:56.869Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.216.167,Espírito Santo,2022-11-02T20:36:20.536Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.216.167,Espírito Santo,2022-11-02T19:41:20.116Z
NFCDCH-LX-JN0V2A7FYGPRLXD85EJ5JN8P2Y45FL,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2804:11e4:429:9800:1d03:261b:5a2a:c73a,Espírito Santo,2022-11-02T05:48:40.470Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:d2c2:4eff:fec9:162e,Espírito Santo,2022-11-01T14:30:57.002Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:429:9800:3120:4b58:89cf:1999,Espírito Santo,2022-11-01T02:57:48.707Z
NFCDCH-LX-JN0V2A7FYGPRLXD85EJ5JN8P2Y45FL,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2804:11e4:429:9800:a463:f6b2:53ba:729f,Espírito Santo,2022-11-01T00:43:07.961Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,186.208.218.29,Santa Catarina,2022-10-30T22:37:25.942Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:429:9800:e8ce:30a0:fc64:b9d9,Espírito Santo,2022-10-29T02:50:35.784Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:ddce:54c9:27e8:bad6,Espírito Santo,2022-10-27T02:37:13.503Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,187.36.176.169,Espírito Santo,2022-10-27T02:30:16.164Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:b0ab:8809:d936:5668,Espírito Santo,2022-10-27T02:09:47.784Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:429:9800:40eb:256b:3d33:363d,Espírito Santo,2022-10-26T00:37:03.052Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:429:9800:c8a0:21e2:6916:3658,Espírito Santo,2022-10-24T01:33:15.978Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:429:9800:682e:6d42:7f0c:6f29,Espírito Santo,2022-10-23T08:24:40.774Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:429:9800:ecd6:93b8:9996:3bf6,Espírito Santo,2022-10-23T00:01:06.277Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:429:9800:f1cc:cd95:21bb:eee,Espírito Santo,2022-10-22T05:52:03.501Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:429:9800:75aa:a10b:5055:9b50,Espírito Santo,2022-10-22T01:38:22.753Z
NFCDCH-LX-JN0V2A7FYGPRLXD85EJ5JN8P2Y45FL,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2804:11e4:429:9800:57cc:5edf:590f:2ac5,Espírito Santo,2022-10-21T03:34:10.325Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:429:9800:2180:c3ea:ac1:584b,Espírito Santo,2022-10-20T02:49:45.132Z
NFCDCH-LX-JN0V2A7FYGPRLXD85EJ5JN8P2Y45FL,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2804:11e4:429:9800:b1af:7ae6:3b9a:7e80,Espírito Santo,2022-10-19T21:30:23.013Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:9141:c0ec:3144:d271,Espírito Santo,2022-10-19T13:55:27.430Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:3482:5da6:1df9:dce,Espírito Santo,2022-10-18T14:53:46.575Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:429:9800:7861:767e:795a:bdf5,Espírito Santo,2022-10-18T03:40:02.264Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:429:9800:b528:208d:2570:7333,Espírito Santo,2022-10-18T00:24:41.220Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:429:9800:f000:8def:6aff:265b,Espírito Santo,2022-10-17T02:31:57.989Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:429:9800:d444:bb7c:1c66:e094,Espírito Santo,2022-10-15T13:50:06.734Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:429:9800:d444:bb7c:1c66:e094,Espírito Santo,2022-10-15T02:43:25.177Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.216.167,Espírito Santo,2022-10-14T22:00:20.149Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:429:9800:2c89:4df7:883d:3f96,Espírito Santo,2022-10-14T21:07:17.023Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:c82e:9fba:f68e:ef86,Espírito Santo,2022-10-14T13:47:49.386Z
